StockCode,Observations,AveragePrice_INR,AverageDemand,MedianDemand,MinPrice_INR,MaxPrice_INR,PriceVariationPct,Elasticity,Elasticity_R2,Intercept,ElasticityType,Confidence
21870,631,175.9554898614328,10.103011093502378,1.0,106.0,336.0,216.98113207547172,-1.163039881783524,0.10391973657394316,7.185851439777059,Elastic,Medium
15036,738,99.72314492192541,60.113821138211385,9.0,52.0,163.0,213.46153846153845,-1.157727852579512,0.024619786159919443,7.349744975084608,Elastic,Low
21993,738,276.72122383037015,3.915989159891599,0.0,125.0,604.0,383.2,-1.15683849877894,0.17029001679854372,7.19601736399876,Elastic,Medium
84988,737,213.78766718356272,11.383989145183175,2.0,125.0,383.0,206.4,-1.1566539917962992,0.07171847705038414,7.648912898560565,Elastic,Low
22379,683,290.7026394989426,23.496339677891655,9.0,185.0,506.0,173.51351351351352,-1.1535286106240743,0.04264817029204271,8.548619923300695,Elastic,Low
21524,737,878.5464463397299,7.158751696065129,2.0,595.0,1698.0,185.3781512605042,-1.150334442821741,0.05943034915988288,9.049284532819508,Elastic,Low
22534,620,50.203102918586794,20.93064516129032,1.0,36.0,100.0,177.77777777777777,-1.1485358735643783,0.02968303902242153,5.9444891561499045,Elastic,Low
84032B,738,324.7518195407423,4.623306233062331,0.0,79.0,591.0,648.1012658227849,-1.14506005713089,0.05554220647866759,7.270037509715657,Elastic,Low
84978,735,152.97638690108076,29.68027210884354,16.0,106.0,257.0,142.45283018867926,-1.1434136878542231,0.02801322339177026,8.07195054488292,Elastic,Low
21908,738,250.07153342366755,13.28319783197832,3.0,148.0,430.0,190.54054054054055,-1.1427585510732063,0.04082448695952756,7.7715249769795545,Elastic,Low
22303,738,272.4852077687443,7.36449864498645,0.0,112.0,517.0,361.60714285714283,-1.1390785942557713,0.028826203104599712,7.50791244871498,Elastic,Low
22380,686,256.33863075842584,7.23469387755102,1.0,79.0,506.0,540.506329113924,-1.1338405089006396,0.06167533174729911,7.374482547018441,Elastic,Low
22422,581,104.84678714859439,4.784853700516351,0.0,12.0,128.0,966.6666666666666,-1.1334772392712116,0.10405983313597167,5.945341631781262,Elastic,Medium
